Label,Model assigned score
"Binder, training set",1.0054338
"Nonbinder, training set",-2.2056203
"Binder, training set",2.286623
"Nonbinder, training set",1.0447989
"Nonbinder, training set",-3.0688324
"Binder, training set",1.1233312
"Nonbinder, training set",-0.40726227
"Binder, training set",1.0760936
"Binder, training set",-0.33944058
"Nonbinder, training set",-0.55520105
"Binder, training set",-0.9294309
"Nonbinder, training set",0.6435145
"Nonbinder, training set",-0.9315662
"Nonbinder, training set",-0.16900033
"Nonbinder, training set",1.6327158
"Nonbinder, training set",0.5876907
"Nonbinder, training set",-1.5614166
"Nonbinder, training set",-0.066322446
"Nonbinder, training set",-2.0092702
"Binder, training set",1.6995305
"Binder, training set",-3.2354193
"Nonbinder, training set",-2.4262183
"Nonbinder, training set",-1.8689622
"Nonbinder, training set",-2.0935197
"Nonbinder, training set",-1.8782523
"Nonbinder, training set",-2.4288018
"Nonbinder, training set",-1.0828508
"Binder, training set",1.7853531
"Binder, training set",-0.09116301
"Nonbinder, training set",-2.0804565
"Nonbinder, training set",-0.72568876
"Nonbinder, training set",2.2346916
"Binder, training set",3.0569034
"Nonbinder, training set",-2.5265424
"Nonbinder, training set",-1.9141039
"Nonbinder, training set",-2.9532704
"Nonbinder, training set",-1.1019528
"Nonbinder, training set",-1.5359553
"Nonbinder, training set",-2.7424693
"Nonbinder, training set",-1.3122649
"Nonbinder, training set",-2.7556868
"Nonbinder, training set",-1.8973316
"Nonbinder, training set",-1.5842879
"Nonbinder, training set",-3.851409
"Nonbinder, training set",-2.9710517
"Nonbinder, training set",1.859218
"Nonbinder, training set",-0.04363638
"Nonbinder, training set",-1.9082242
"Nonbinder, training set",-0.9540144
"Binder, training set",1.9781593
"Nonbinder, training set",-0.5792446
"Nonbinder, training set",-3.120215
"Nonbinder, training set",-2.4491925
"Nonbinder, training set",-0.019140959
"Binder, training set",0.9952481
"Binder, training set",3.5685987
"Binder, training set",2.7842484
"Binder, training set",2.5713644
"Nonbinder, training set",-2.4107666
"Nonbinder, training set",-0.5512914
"Binder, training set",2.6586127
"Nonbinder, training set",1.9507166
"Nonbinder, training set",-2.4036
"Binder, training set",3.237043
"Binder, training set",1.1490166
"Nonbinder, training set",-2.8937483
"Nonbinder, training set",0.5956402
"Nonbinder, training set",-1.8055543
"Binder, training set",1.3391081
"Binder, training set",2.6168995
"Nonbinder, training set",-1.3889568
"Nonbinder, training set",-2.703383
"Nonbinder, training set",-1.9773698
"Nonbinder, training set",-1.1419793
"Nonbinder, training set",-2.3748927
"Binder, training set",1.6389295
"Nonbinder, training set",-3.5612545
"Binder, training set",-0.9200313
"Nonbinder, training set",-1.519338
"Nonbinder, training set",-0.88756865
"Binder, training set",2.4344797
"Nonbinder, training set",-1.3398187
"Nonbinder, training set",-0.3606874
"Nonbinder, training set",-3.0755234
"Nonbinder, training set",-2.8365421
"Binder, training set",1.3118489
"Nonbinder, training set",-1.7535905
"Nonbinder, training set",-3.203526
"Nonbinder, training set",-2.382681
"Binder, training set",2.8843756
"Nonbinder, training set",-0.38310298
"Binder, training set",1.4144541
"Nonbinder, training set",-1.986336
"Nonbinder, training set",-1.7361215
"Nonbinder, training set",2.1716452
"Nonbinder, training set",-2.80546
"Nonbinder, training set",-2.0325851
"Nonbinder, training set",2.0030084
"Nonbinder, training set",-1.3772428
"Nonbinder, training set",-0.417546
"Binder, training set",1.0441221
"Nonbinder, training set",-3.296698
"Nonbinder, training set",-4.5541534
"Nonbinder, training set",-1.2708466
"Binder, training set",2.1890774
"Binder, training set",4.348494
"Nonbinder, training set",-2.2433252
"Nonbinder, training set",-1.8723863
"Binder, training set",3.0289292
"Binder, training set",-1.1149836
"Nonbinder, training set",-2.0341332
"Nonbinder, training set",-2.3049705
"Binder, training set",1.6213144
"Nonbinder, training set",-2.3018358
"Nonbinder, training set",-1.834991
"Nonbinder, training set",-0.35519966
"Binder, training set",2.6208758
"Binder, training set",2.482977
"Nonbinder, training set",-1.3514966
"Nonbinder, training set",-0.89960945
"Binder, training set",2.4236474
"Nonbinder, training set",-2.976213
"Nonbinder, training set",1.5951818
"Nonbinder, training set",-4.4382353
"Nonbinder, training set",-2.103953
"Binder, training set",4.3518276
"Nonbinder, training set",-2.3589268
"Nonbinder, training set",-2.5418959
"Nonbinder, training set",-0.1454342
"Nonbinder, training set",-2.9996295
"Binder, training set",2.1837754
"Nonbinder, training set",-2.5345192
"Nonbinder, training set",-1.966234
"Nonbinder, training set",-2.1322308
"Binder, training set",1.8223957
"Binder, training set",1.8042291
"Nonbinder, training set",-1.0289845
"Binder, training set",1.3303722
"Nonbinder, training set",-0.6664363
"Nonbinder, training set",-2.063181
"Nonbinder, training set",-2.5463374
"Nonbinder, training set",0.19168282
"Binder, training set",1.3329713
"Nonbinder, training set",-1.5517842
"Nonbinder, training set",-1.6833099
"Nonbinder, training set",-1.0621442
"Nonbinder, training set",-2.0012617
"Binder, training set",2.2462726
"Binder, training set",0.74902236
"Nonbinder, training set",-3.3698277
"Binder, training set",2.8963447
"Binder, training set",3.8479471
"Nonbinder, training set",-0.81531245
"Binder, training set",3.4532995
"Nonbinder, training set",-2.995843
"Nonbinder, training set",2.8202252
"Nonbinder, training set",-2.2602315
"Binder, training set",1.7120324
"Nonbinder, training set",-2.8558402
"Binder, training set",2.0713167
"Nonbinder, training set",-3.05591
"Nonbinder, training set",-0.53990257
"Nonbinder, training set",0.6206355
"Nonbinder, training set",-2.282057
"Nonbinder, training set",-1.9361994
"Nonbinder, training set",-1.8791009
"Nonbinder, training set",-2.2194023
"Nonbinder, training set",0.05793357
"Nonbinder, training set",-1.57717
"Nonbinder, training set",0.66364646
"Nonbinder, training set",-1.9850017
"Nonbinder, training set",-2.656505
"Binder, training set",1.8579034
"Nonbinder, training set",-0.007831931
"Nonbinder, training set",-1.1392709
"Nonbinder, training set",-2.3968086
"Nonbinder, training set",-1.7750314
"Nonbinder, training set",1.0965636
"Binder, training set",2.1283784
"Nonbinder, training set",-2.9460382
"Nonbinder, training set",-2.8860536
"Nonbinder, training set",1.6943864
"Nonbinder, training set",-2.8372374
"Binder, training set",2.1495972
"Binder, training set",3.901084
"Nonbinder, training set",-2.8351479
"Nonbinder, training set",-2.0847945
"Binder, training set",3.3314939
"Nonbinder, training set",-1.2988641
"Nonbinder, training set",-2.698381
"Nonbinder, training set",-2.2936869
"Nonbinder, training set",1.9084867
"Nonbinder, training set",-0.8243837
"Nonbinder, training set",-3.104393
"Binder, training set",1.9044801
"Binder, training set",0.7002169
"Binder, training set",2.6361933
"Nonbinder, training set",-2.182611
"Nonbinder, training set",1.3298004
"Nonbinder, training set",-2.6134953
"Binder, training set",0.517774
"Nonbinder, training set",-2.3487494
"Nonbinder, training set",-3.206335
"Nonbinder, training set",-1.3169155
"Nonbinder, training set",-1.9345841
"Nonbinder, training set",-1.8506445
"Nonbinder, training set",-2.2481508
"Nonbinder, training set",-3.8321261
"Nonbinder, training set",-1.175651
"Nonbinder, training set",-3.008791
"Nonbinder, training set",-1.6617607
"Nonbinder, training set",-2.9943829
"Nonbinder, training set",-1.6037978
"Nonbinder, training set",-2.1161375
"Nonbinder, training set",-1.356643
"Nonbinder, training set",-0.6184229
"Binder, training set",2.047349
"Nonbinder, training set",-0.81895864
"Nonbinder, training set",0.8329705
"Nonbinder, training set",-1.983852
"Nonbinder, training set",-1.2474717
"Nonbinder, training set",0.7888206
"Binder, training set",-0.5378567
"Binder, training set",0.7661271
"Binder, training set",2.580431
"Nonbinder, training set",-3.7711616
"Nonbinder, training set",-2.4307632
"Nonbinder, training set",-0.98305863
"Nonbinder, training set",-1.8083851
"Nonbinder, training set",-2.0532255
"Nonbinder, training set",0.214208
"Nonbinder, training set",-2.5062993
"Nonbinder, training set",-1.7915003
"Nonbinder, training set",-1.5426941
"Nonbinder, training set",-0.12041992
"Nonbinder, training set",-2.6281176
"Nonbinder, training set",-0.2379762
"Nonbinder, training set",-1.3357072
"Binder, training set",0.07281417
"Binder, training set",3.0510225
"Binder, training set",0.9973626
"Binder, training set",3.9730744
"Nonbinder, training set",-0.57971954
"Nonbinder, training set",-2.4718843
"Nonbinder, training set",-3.181406
"Nonbinder, training set",-2.4883327
"Nonbinder, training set",-2.8129754
"Nonbinder, training set",3.317555
"Binder, training set",2.653191
"Binder, training set",0.9076947
"Nonbinder, training set",-2.5069506
"Nonbinder, training set",-1.2582728
"Binder, training set",4.4469943
"Nonbinder, training set",-2.0755014
"Nonbinder, training set",-2.6690907
"Nonbinder, training set",1.8296589
"Nonbinder, training set",-3.6084714
"Nonbinder, training set",-1.7078891
"Nonbinder, training set",-2.8174973
"Nonbinder, training set",-3.4672065
"Nonbinder, training set",-0.15702859
"Nonbinder, training set",-0.8476516
"Nonbinder, training set",-0.89070225
"Binder, training set",1.0815233
"Nonbinder, training set",-1.2839426
"Binder, training set",2.8115778
"Binder, training set",1.377731
"Nonbinder, training set",-2.1547947
"Binder, training set",1.3127797
"Binder, training set",1.3830451
"Nonbinder, training set",1.5253361
"Nonbinder, training set",-1.586888
"Binder, training set",2.0782776
"Nonbinder, training set",0.6377474
"Nonbinder, training set",-2.3667402
"Nonbinder, training set",-2.9416528
"Binder, training set",2.1183424
"Binder, training set",2.1166053
"Nonbinder, training set",-1.085794
"Nonbinder, training set",-1.8512392
"Nonbinder, training set",-2.587479
"Binder, training set",-1.3908759
"Nonbinder, training set",-0.6554573
"Nonbinder, training set",-2.2934613
"Nonbinder, training set",-1.2511535
"Nonbinder, training set",-1.8701292
"Nonbinder, training set",-2.5138552
"Nonbinder, training set",-2.669331
"Nonbinder, training set",-0.45652503
"Nonbinder, training set",0.20581836
"Binder, training set",2.4658055
"Nonbinder, training set",1.1496557
"Binder, training set",2.0600848
"Binder, training set",1.7426065
"Nonbinder, training set",2.1054606
"Binder, training set",3.0223985
"Nonbinder, training set",-2.0832672
"Nonbinder, training set",3.562292
"Nonbinder, training set",-2.264452
"Nonbinder, training set",-3.4390526
"Nonbinder, training set",-3.2468429
"Nonbinder, training set",-2.4737527
"Nonbinder, training set",-0.86709
"Binder, training set",1.5056347
"Nonbinder, training set",-1.4238551
"Nonbinder, training set",-2.650588
"Binder, training set",3.9723482
"Nonbinder, training set",-2.2462792
"Nonbinder, training set",-3.583377
"Nonbinder, training set",-0.34673893
"Nonbinder, training set",-0.08792925
"Nonbinder, training set",-1.6252456
"Nonbinder, training set",-1.8292395
"Nonbinder, training set",-0.14924002
"Nonbinder, training set",1.5391172
"Binder, training set",-2.1006672
"Nonbinder, training set",-2.7229638
"Nonbinder, training set",-0.5157969
"Nonbinder, training set",-1.6173596
"Nonbinder, training set",-2.7349315
"Nonbinder, training set",-1.8848764
"Binder, training set",-1.8585999
"Binder, training set",1.6272634
"Nonbinder, training set",-0.23282126
"Nonbinder, training set",-1.2126665
"Nonbinder, training set",-2.1880598
"Nonbinder, training set",-3.5868073
"Nonbinder, training set",-3.5528646
"Nonbinder, training set",0.5258347
"Nonbinder, training set",-1.1807797
"Nonbinder, training set",2.1389203
"Nonbinder, training set",-2.473258
"Binder, training set",2.7125502
"Binder, training set",2.9329505
"Binder, training set",0.09058434
"Nonbinder, training set",-2.5692463
"Nonbinder, training set",-2.6779127
"Nonbinder, training set",-2.853819
"Binder, training set",0.16067916
"Binder, training set",-1.1913365
"Nonbinder, training set",-1.5594054
"Nonbinder, training set",-0.4546851
"Nonbinder, training set",-3.7460427
"Binder, training set",3.2432442
"Nonbinder, training set",-2.6349397
"Binder, training set",2.4498768
"Nonbinder, training set",1.3992163
"Nonbinder, training set",-3.4259439
"Nonbinder, training set",-0.35418457
"Nonbinder, training set",-1.4105724
"Binder, training set",1.788093
"Nonbinder, training set",-3.2752547
"Nonbinder, training set",-2.928666
"Nonbinder, training set",-1.8736905
"Nonbinder, training set",0.9568747
"Binder, training set",3.812595
"Nonbinder, training set",-2.7386518
"Binder, training set",2.1105022
"Nonbinder, training set",-1.8983258
"Nonbinder, training set",-1.4954216
"Binder, training set",2.1251478
"Nonbinder, training set",-3.3332005
"Nonbinder, training set",-2.584785
"Nonbinder, training set",-2.5766144
"Nonbinder, training set",-0.37502074
"Nonbinder, training set",-0.036190867
"Nonbinder, training set",-2.4604597
"Nonbinder, training set",-3.498248
"Binder, training set",2.3998423
"Binder, training set",1.7876476
"Nonbinder, training set",-3.248878
"Nonbinder, training set",0.9133284
"Binder, training set",-0.49964255
"Nonbinder, training set",-1.6046158
"Nonbinder, training set",-3.3296518
"Nonbinder, training set",-2.1348515
"Binder, training set",2.4981546
"Nonbinder, training set",-2.4223187
"Nonbinder, training set",-1.0880754
"Nonbinder, training set",-1.3996089
"Nonbinder, training set",-0.85192543
"Nonbinder, training set",0.93008626
"Binder, training set",1.1207173
"Nonbinder, training set",-2.9595747
"Nonbinder, training set",-1.0984364
"Nonbinder, training set",-1.3853705
"Binder, training set",1.524099
"Binder, training set",1.672347
"Binder, training set",3.5966659
"Nonbinder, training set",-0.8422024
"Nonbinder, training set",-2.6266303
"Nonbinder, training set",-2.8273683
"Nonbinder, training set",-2.4588695
"Nonbinder, training set",-1.7875633
"Nonbinder, training set",0.4381249
"Nonbinder, training set",-3.713952
"Binder, training set",1.8775688
"Nonbinder, training set",-1.1300552
"Binder, training set",1.2486242
"Nonbinder, training set",-2.6316905
"Nonbinder, training set",-1.7064134
"Binder, training set",0.2242443
"Nonbinder, training set",-1.8507595
"Nonbinder, training set",-2.1608086
"Nonbinder, training set",-0.1976065
"Nonbinder, training set",0.20886505
"Binder, training set",1.2018172
"Nonbinder, training set",1.1767204
"Nonbinder, training set",-0.6473088
"Nonbinder, training set",-2.5168986
"Nonbinder, training set",-0.17837179
"Nonbinder, training set",-2.5960784
"Nonbinder, training set",-0.99201244
"Nonbinder, training set",-3.0318441
"Nonbinder, training set",-2.374929
"Nonbinder, training set",-2.9784985
"Nonbinder, training set",-3.7403803
"Nonbinder, training set",-2.8681345
"Nonbinder, training set",-0.9517196
"Nonbinder, training set",-1.9398099
"Nonbinder, training set",-2.7769732
"Nonbinder, training set",0.35525936
"Binder, training set",2.0014544
"Nonbinder, training set",-2.3376474
"Nonbinder, training set",-2.683095
"Nonbinder, training set",-2.175003
"Nonbinder, training set",-2.689362
"Nonbinder, training set",-0.3525957
"Nonbinder, training set",-0.088961124
"Nonbinder, training set",-2.6836457
"Nonbinder, training set",-2.396922
"Nonbinder, training set",-0.04848206
"Nonbinder, training set",-1.481906
"Nonbinder, training set",-0.58734626
"Nonbinder, training set",-3.2094479
"Nonbinder, training set",-1.1761279
"Binder, training set",1.0717658
"Nonbinder, training set",1.8720921
"Nonbinder, training set",-1.944088
"Nonbinder, training set",-0.320075
"Nonbinder, training set",-0.9106946
"Nonbinder, training set",1.1555774
"Nonbinder, training set",0.5044652
"Nonbinder, training set",-2.5982509
"Nonbinder, training set",-1.6194155
"Binder, training set",0.29926467
"Nonbinder, training set",-1.6940755
"Binder, training set",0.3532418
"Nonbinder, training set",-3.1996803
"Nonbinder, training set",-2.7037868
"Nonbinder, training set",1.2757
"Nonbinder, training set",-3.1773958
"Nonbinder, training set",2.1449556
"Nonbinder, training set",-0.43620056
"Nonbinder, training set",0.7779256
"Nonbinder, training set",-2.5805898
"Nonbinder, training set",-3.6030297
"Nonbinder, training set",-3.299809
"Nonbinder, training set",-0.77761894
"Nonbinder, training set",-1.5225656
"Nonbinder, training set",-1.8014086
"Binder, training set",1.6067203
"Nonbinder, training set",-2.2434468
"Nonbinder, training set",0.120575905
"Nonbinder, training set",-0.27882862
"Nonbinder, training set",-1.3216889
"Binder, training set",2.0700507
"Binder, training set",0.8975011
"Nonbinder, training set",-2.9379444
"Nonbinder, training set",-0.8020728
"Nonbinder, training set",-2.0902343
"Nonbinder, training set",-2.492353
"Nonbinder, training set",-0.812781
"Binder, training set",3.1206179
"Nonbinder, training set",-0.39344883
"Nonbinder, training set",-1.3640132
"Nonbinder, training set",1.7276639
"Binder, training set",-1.4028287
"Nonbinder, training set",-0.41164923
"Binder, training set",3.479199
"Nonbinder, training set",-2.0627751
"Nonbinder, training set",-2.76088
"Nonbinder, training set",-2.388205
"Nonbinder, training set",-3.417859
"Nonbinder, training set",-1.690448
"Binder, training set",-0.61585426
"Nonbinder, training set",-1.8416308
"Nonbinder, training set",-2.8386989
"Nonbinder, training set",-2.266165
"Nonbinder, training set",-0.034368515
"Nonbinder, training set",-1.1589967
"Nonbinder, training set",-2.456221
"Nonbinder, training set",-2.1230822
"Nonbinder, training set",-3.1511168
"Nonbinder, training set",-2.4143634
"Binder, training set",1.7999989
"Nonbinder, training set",-1.9537717
"Nonbinder, training set",1.4238613
"Nonbinder, training set",-2.6259174
"Nonbinder, training set",-2.9209313
"Nonbinder, training set",1.04848
"Nonbinder, training set",-2.6162271
"Binder, training set",3.9557
"Nonbinder, training set",-1.9380047
"Nonbinder, training set",-2.3205352
"Nonbinder, training set",-2.81171
"Nonbinder, training set",-2.200059
"Nonbinder, training set",-2.4551845
"Nonbinder, training set",-2.2839675
"Nonbinder, training set",-2.3049612
"Nonbinder, training set",-2.496418
"Nonbinder, training set",-1.6282665
"Nonbinder, training set",1.3159955
"Nonbinder, training set",1.3284196
"Binder, training set",0.07267797
"Binder, training set",5.158896
"Nonbinder, training set",-0.22019947
"Nonbinder, training set",-0.56256187
"Nonbinder, training set",-1.6847385
"Binder, training set",3.07907
"Nonbinder, training set",-1.9517888
"Nonbinder, training set",-2.6601205
"Nonbinder, training set",-3.3883615
"Nonbinder, training set",-1.2119339
"Nonbinder, training set",-3.589376
"Nonbinder, training set",1.2466884
"Nonbinder, training set",-0.43408096
"Nonbinder, training set",-1.3466781
"Nonbinder, training set",-1.7637426
"Nonbinder, training set",-1.8522941
"Nonbinder, training set",0.40043068
"Nonbinder, training set",1.5401353
"Nonbinder, training set",-2.421525
"Nonbinder, training set",1.7909926
"Nonbinder, training set",-3.1831203
"Nonbinder, training set",-1.7957126
"Nonbinder, training set",-2.1430774
"Nonbinder, training set",-0.17507648
"Binder, training set",3.5077968
"Nonbinder, training set",-0.28672376
"Nonbinder, training set",1.0483238
"Nonbinder, training set",-1.9969058
"Nonbinder, training set",-1.8701077
"Binder, training set",2.41609
"Nonbinder, training set",-2.6714935
"Binder, training set",1.5123454
"Nonbinder, training set",1.9226769
"Nonbinder, training set",-1.6263319
"Binder, training set",3.9848475
"Nonbinder, training set",-2.747459
"Nonbinder, training set",1.2837788
"Nonbinder, training set",-2.9639397
"Nonbinder, training set",-3.1676364
"Nonbinder, training set",2.1433973
"Nonbinder, training set",-1.4312605
"Nonbinder, training set",1.982464
"Nonbinder, training set",-2.213222
"Nonbinder, training set",1.4915289
"Nonbinder, training set",-0.68967164
"Nonbinder, training set",-1.7424474
"Nonbinder, training set",-3.6829486
"Nonbinder, training set",-2.5184362
"Nonbinder, training set",-2.7037888
"Nonbinder, training set",-2.704465
"Nonbinder, training set",0.0801186
"Nonbinder, training set",-2.184861
"Nonbinder, training set",2.240684
"Nonbinder, training set",2.6363206
"Nonbinder, training set",-3.1909237
"Nonbinder, training set",-2.6754446
"Binder, training set",2.021103
"Nonbinder, training set",-3.5714574
"Nonbinder, training set",3.254547
"Binder, training set",2.5398855
"Nonbinder, training set",-1.3310162
"Nonbinder, training set",-2.26933
"Nonbinder, training set",-1.9483206
"Nonbinder, training set",-1.7094
"Nonbinder, training set",-2.5723815
"Nonbinder, training set",-2.6822534
"Binder, training set",0.08464861
"Nonbinder, training set",-3.5535307
"Nonbinder, training set",-0.6098086
"Nonbinder, training set",-1.8339021
"Nonbinder, training set",-2.2276363
"Binder, training set",1.8171889
"Nonbinder, training set",-2.1537266
"Nonbinder, training set",0.32480478
"Nonbinder, training set",-0.9337944
"Binder, training set",1.6864635
"Nonbinder, training set",-2.7950392
"Nonbinder, training set",-1.913125
"Binder, training set",2.2723722
"Nonbinder, training set",-0.4117605
"Binder, training set",-2.9870505
"Nonbinder, training set",-3.918005
"Nonbinder, training set",0.588202
"Nonbinder, training set",1.6312314
"Nonbinder, training set",-2.3355405
"Nonbinder, training set",-3.291112
"Binder, training set",3.343388
"Nonbinder, training set",-2.4296212
"Nonbinder, training set",4.004447
"Nonbinder, training set",0.7523004
"Nonbinder, training set",2.3503795
"Binder, training set",3.2676435
"Binder, training set",3.400711
"Nonbinder, training set",-0.19801843
"Nonbinder, training set",-1.1713681
"Nonbinder, training set",-3.6297421
"Nonbinder, training set",-3.2277508
"Nonbinder, training set",-1.8434948
"Nonbinder, training set",1.792121
"Nonbinder, training set",-0.8498022
"Nonbinder, training set",-0.09338254
"Binder, training set",-1.5588908
"Binder, training set",0.32523453
"Nonbinder, training set",-1.5176187
"Binder, training set",1.0368485
"Binder, training set",1.4964298
"Nonbinder, training set",0.13768017
"Binder, training set",0.55238986
"Nonbinder, training set",-2.4185936
"Nonbinder, training set",-3.7805
"Nonbinder, training set",-1.6990131
"Nonbinder, training set",-2.8522253
"Nonbinder, training set",-2.327561
"Binder, training set",1.8050483
"Binder, training set",0.82729673
"Nonbinder, training set",-3.4294128
"Nonbinder, training set",-3.5450888
"Nonbinder, training set",-2.3139188
"Nonbinder, training set",-1.9698924
"Nonbinder, training set",-1.7315118
"Binder, training set",2.0124946
"Binder, training set",3.748467
"Nonbinder, training set",-2.6554146
"Nonbinder, training set",-1.674379
"Nonbinder, training set",-3.645347
"Nonbinder, training set",-1.4799299
"Nonbinder, training set",-1.8357445
"Nonbinder, training set",-2.9454389
"Nonbinder, training set",-1.6805888
"Nonbinder, training set",-0.75252706
"Binder, training set",3.0303721
"Binder, training set",1.3966892
"Nonbinder, training set",-0.71583295
"Nonbinder, training set",0.40349197
"Binder, training set",0.8268819
"Nonbinder, training set",0.21430767
"Nonbinder, training set",-2.472601
"Nonbinder, training set",-2.378417
"Nonbinder, training set",1.886547
"Nonbinder, training set",-2.0852046
"Nonbinder, training set",1.9524626
"Nonbinder, training set",-1.8543782
"Nonbinder, training set",1.664446
"Nonbinder, training set",-0.7298115
"Nonbinder, training set",1.4887997
"Nonbinder, training set",-2.5644698
"Nonbinder, training set",-3.3557801
"Binder, training set",1.8655874
"Nonbinder, training set",-2.5611987
"Binder, training set",0.91016316
"Nonbinder, training set",-2.616003
"Binder, training set",2.309918
"Nonbinder, training set",1.0784565
"Nonbinder, training set",-2.8632164
"Binder, training set",2.6663613
"Nonbinder, training set",-2.4498549
"Nonbinder, training set",-0.92358583
"Binder, training set",1.9866554
"Nonbinder, training set",-2.7403736
"Nonbinder, training set",-1.6549275
"Nonbinder, training set",-3.3064656
"Binder, training set",2.6086526
"Nonbinder, training set",-2.3822167
"Nonbinder, training set",-1.0568466
"Nonbinder, training set",-2.388442
"Nonbinder, training set",-2.523228
"Nonbinder, training set",-1.664812
"Nonbinder, training set",-1.9536426
"Binder, training set",-2.4327335
"Nonbinder, training set",-1.2045751
"Nonbinder, training set",-2.7773643
"Nonbinder, training set",-1.1352944
"Nonbinder, training set",-3.1153202
"Nonbinder, training set",0.8011557
"Nonbinder, training set",1.2656245
"Binder, training set",2.0210457
"Nonbinder, training set",-0.75877607
"Binder, training set",3.3098178
"Nonbinder, training set",0.2874856
"Binder, training set",2.649238
"Nonbinder, training set",-3.1299653
"Nonbinder, training set",-2.6801085
"Binder, training set",1.6502205
"Binder, training set",0.7621387
"Nonbinder, training set",-2.9729543
"Nonbinder, training set",-1.313954
"Nonbinder, training set",-1.5285051
"Nonbinder, training set",0.84754956
"Nonbinder, training set",-3.5755086
"Binder, training set",-0.7132718
"Binder, training set",0.7255951
"Binder, training set",1.919058
"Nonbinder, training set",-1.860313
"Nonbinder, training set",-2.8122182
"Nonbinder, training set",-2.769198
"Nonbinder, training set",-1.6542674
"Nonbinder, training set",1.2804044
"Nonbinder, training set",-2.7369838
"Binder, training set",2.667924
"Binder, training set",2.152317
"Nonbinder, training set",-3.510435
"Nonbinder, training set",-3.1163769
"Nonbinder, training set",-2.6051836
"Nonbinder, training set",-2.6874208
"Nonbinder, training set",-1.8980094
"Nonbinder, training set",-1.0610387
"Nonbinder, training set",2.2978096
"Nonbinder, training set",-2.747682
"Nonbinder, training set",1.1361023
"Nonbinder, training set",-0.9070203
"Nonbinder, training set",1.3285216
"Binder, training set",1.5337607
"Nonbinder, training set",-3.1680312
"Nonbinder, training set",-3.8409286
"Nonbinder, training set",-0.71920013
"Binder, training set",-0.10140139
"Nonbinder, training set",0.4454744
"Nonbinder, training set",2.0259066
"Binder, training set",3.2099543
"Nonbinder, training set",-1.0320213
"Binder, training set",2.0047374
"Binder, training set",2.617443
"Nonbinder, training set",-2.74795
"Nonbinder, training set",-2.310999
"Nonbinder, training set",-2.5533638
"Binder, training set",2.7975903
"Nonbinder, training set",-0.5280572
"Nonbinder, training set",-0.26611882
"Binder, training set",-0.13798243
"Binder, training set",2.431684
"Binder, training set",1.3666931
"Binder, training set",3.1326942
"Binder, training set",3.2828507
"Nonbinder, training set",-2.5723524
"Nonbinder, training set",-0.17284691
"Nonbinder, training set",-2.7940464
"Nonbinder, training set",-2.2533104
"Binder, training set",-0.042979777
"Nonbinder, training set",-3.1209817
"Binder, training set",1.1436701
"Binder, training set",1.3188064
"Nonbinder, training set",-3.9438229
"Binder, training set",2.3356156
"Nonbinder, training set",-1.9943554
"Nonbinder, training set",0.042096138
"Nonbinder, training set",-0.36412692
"Nonbinder, training set",-0.5845338
"Nonbinder, training set",-2.9931464
"Nonbinder, training set",0.9371002
"Nonbinder, training set",-2.8843722
"Binder, training set",-0.20941782
"Nonbinder, training set",1.5369886
"Binder, training set",2.3766642
"Nonbinder, training set",-1.5252211
"Nonbinder, training set",-2.4580998
"Nonbinder, training set",-2.164009
"Binder, training set",1.3111093
"Nonbinder, training set",1.6465825
"Nonbinder, training set",0.95289505
"Binder, training set",0.73147213
"Nonbinder, training set",-3.3917956
"Binder, training set",2.7087579
"Binder, training set",1.4530057
"Nonbinder, training set",-3.008132
"Nonbinder, training set",-1.8598727
"Nonbinder, training set",-2.9231687
"Binder, training set",1.6893078
"Nonbinder, training set",-3.6088414
"Nonbinder, training set",-2.508573
"Nonbinder, training set",-2.224543
"Nonbinder, training set",-3.2202673
"Nonbinder, training set",-3.4186416
"Nonbinder, training set",1.0785517
"Nonbinder, training set",-2.6486964
"Binder, training set",2.1429076
"Nonbinder, training set",0.68561864
"Binder, training set",3.603459
"Nonbinder, training set",-3.2750406
"Nonbinder, training set",-2.356245
"Nonbinder, training set",0.93898535
"Nonbinder, training set",-2.8204007
"Nonbinder, training set",0.65536
"Nonbinder, training set",-2.5294633
"Binder, training set",3.6756096
"Nonbinder, training set",-3.0907502
"Nonbinder, training set",-2.9403586
"Nonbinder, training set",-3.5877414
"Nonbinder, training set",-0.626009
"Binder, training set",2.8019223
"Nonbinder, training set",-2.8676553
"Nonbinder, training set",0.4582981
"Nonbinder, training set",-1.6716738
"Binder, training set",3.7011752
"Nonbinder, training set",-1.8595285
"Nonbinder, training set",-2.852458
"Nonbinder, training set",-1.2603645
"Nonbinder, training set",-0.050688744
"Binder, training set",-0.50996226
"Binder, training set",2.4770327
"Nonbinder, training set",0.46136677
"Nonbinder, training set",-1.0257461
"Nonbinder, training set",-3.7779455
"Nonbinder, training set",1.9194316
"Nonbinder, training set",-1.5890229
"Binder, training set",-0.36869687
"Nonbinder, training set",-1.8003042
"Nonbinder, training set",2.0110784
"Nonbinder, training set",-2.5667763
"Binder, training set",2.5207343
"Nonbinder, training set",-2.3377962
"Binder, training set",2.6024284
"Nonbinder, training set",0.72295654
"Nonbinder, training set",-2.4909348
"Binder, training set",2.1325827
"Nonbinder, training set",-2.9972649
"Nonbinder, training set",-2.6617894
"Nonbinder, training set",1.1823858
"Nonbinder, training set",0.8969816
"Binder, training set",2.6574087
"Nonbinder, training set",-0.7074592
"Nonbinder, training set",-1.6491336
